data;accuracy;predictors;feature_importances
../data/cwe_all.csv;0.45454545454545453;repetition;0.10196572707373212
../data/cwe_all.csv;0.45454545454545453;retraction;0.11904433308600508
../data/cwe_all.csv;0.45454545454545453;unfilled_pause;0.06904651546450023
../data/cwe_all.csv;0.45454545454545453;unfilled_pause_longer;0.013910232697618695
../data/cwe_all.csv;0.45454545454545453;unfilled_pause_longest;0.004053367563018979
../data/cwe_all.csv;0.45454545454545453;error;0.06501254117541043
../data/cwe_all.csv;0.45454545454545453;nr_lines;0.1338525663981932
../data/cwe_all.csv;0.45454545454545453;nr_words;0.12098559818735578
../data/cwe_all.csv;0.45454545454545453;nr_words_per_line;0.2020772186092093
../data/cwe_all.csv;0.45454545454545453;age_months;0.17005189974495605
