data;accuracy;predictors;feature_importances
../data/cwe_chronic.csv;0.42857142857142855;repetition;0.24917109925841646
../data/cwe_chronic.csv;0.42857142857142855;unfilled_pause;0.06313562298222818
../data/cwe_chronic.csv;0.42857142857142855;unfilled_pause_longer;0.002406945626144191
../data/cwe_chronic.csv;0.42857142857142855;unfilled_pause_longest;0.002267237593324551
../data/cwe_chronic.csv;0.42857142857142855;error;0.051251860670380074
../data/cwe_chronic.csv;0.42857142857142855;nr_lines;0.0871068327598819
../data/cwe_chronic.csv;0.42857142857142855;nr_words;0.18341493112319618
../data/cwe_chronic.csv;0.42857142857142855;nr_words_per_line;0.2162675419281465
../data/cwe_chronic.csv;0.42857142857142855;gender;0.03538792359924335
../data/cwe_chronic.csv;0.42857142857142855;age_months;0.1095900044590385
